LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,LogType,AdditionalInformation,timestamp,input,tokens,Hour,Token_Count
11,2015-10-18,"18:01:50,572",INFO,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler,E89,registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>,hadoop,Process: main,2015-10-18 18:01:50.572,"{""Timestamp"": ""2015-10-18T18:01:50.572000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.yarn.event.AsyncDispatcher"", ""Content"": ""Registering class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventType for class org.apache.hadoop.mapreduce.v2.app.commit.CommitterEventHandler"", ""EventId"": ""E89"", ""EventTemplate"": ""registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>""}","['registering', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>', 'for', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>']",18,28
12,2015-10-18,"18:01:50,572",INFO,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher,E89,registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>,hadoop,Process: main,2015-10-18 18:01:50.572,"{""Timestamp"": ""2015-10-18T18:01:50.572000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.yarn.event.AsyncDispatcher"", ""Content"": ""Registering class org.apache.hadoop.mapreduce.v2.app.speculate.Speculator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$SpeculatorEventDispatcher"", ""EventId"": ""E89"", ""EventTemplate"": ""registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>""}","['registering', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>', 'for', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>']",18,28
13,2015-10-18,"18:01:50,572",INFO,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter,E89,registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>,hadoop,Process: main,2015-10-18 18:01:50.572,"{""Timestamp"": ""2015-10-18T18:01:50.572000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.yarn.event.AsyncDispatcher"", ""Content"": ""Registering class org.apache.hadoop.mapreduce.v2.app.rm.ContainerAllocator$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerAllocatorRouter"", ""EventId"": ""E89"", ""EventTemplate"": ""registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>""}","['registering', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>', 'for', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>']",18,28
14,2015-10-18,"18:01:50,588",INFO,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter,E89,registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>,hadoop,Process: main,2015-10-18 18:01:50.588,"{""Timestamp"": ""2015-10-18T18:01:50.588000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.yarn.event.AsyncDispatcher"", ""Content"": ""Registering class org.apache.hadoop.mapreduce.v2.app.launcher.ContainerLauncher$EventType for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$ContainerLauncherRouter"", ""EventId"": ""E89"", ""EventTemplate"": ""registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>""}","['registering', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>', 'for', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>']",18,28
15,2015-10-18,"18:01:50,634",INFO,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,default file system [hdfs://<var>:<var>],hadoop,Process: main,2015-10-18 18:01:50.634,"{""Timestamp"": ""2015-10-18T18:01:50.634000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils"", ""Content"": ""Default file system [hdfs://msra-sa-41:9000]"", ""EventId"": ""E31"", ""EventTemplate"": ""default file system [hdfs://<var>:<var>]""}","['default', 'file', 'system', '[', 'hd', '##fs', ':', '/', '/', '<var>', ':', '<var>', ']']",18,13
16,2015-10-18,"18:01:50,666",INFO,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,default file system [hdfs://<var>:<var>],hadoop,Process: main,2015-10-18 18:01:50.666,"{""Timestamp"": ""2015-10-18T18:01:50.666000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils"", ""Content"": ""Default file system [hdfs://msra-sa-41:9000]"", ""EventId"": ""E31"", ""EventTemplate"": ""default file system [hdfs://<var>:<var>]""}","['default', 'file', 'system', '[', 'hd', '##fs', ':', '/', '/', '<var>', ':', '<var>', ']']",18,13
17,2015-10-18,"18:01:50,713",INFO,org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils,Default file system [hdfs://msra-sa-41:9000],E31,default file system [hdfs://<var>:<var>],hadoop,Process: main,2015-10-18 18:01:50.713,"{""Timestamp"": ""2015-10-18T18:01:50.713000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.jobhistory.JobHistoryUtils"", ""Content"": ""Default file system [hdfs://msra-sa-41:9000]"", ""EventId"": ""E31"", ""EventTemplate"": ""default file system [hdfs://<var>:<var>]""}","['default', 'file', 'system', '[', 'hd', '##fs', ':', '/', '/', '<var>', ':', '<var>', ']']",18,13
18,2015-10-18,"18:01:50,728",INFO,org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler,Emitting job history data to the timeline server is not enabled,E37,emitting job history data to the timeline server is not enabled,hadoop,Process: main,2015-10-18 18:01:50.728,"{""Timestamp"": ""2015-10-18T18:01:50.728000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.jobhistory.JobHistoryEventHandler"", ""Content"": ""Emitting job history data to the timeline server is not enabled"", ""EventId"": ""E37"", ""EventTemplate"": ""emitting job history data to the timeline server is not enabled""}","['emi', '##tting', 'job', 'history', 'data', 'to', 'the', 'timeline', 'server', 'is', 'not', 'enabled']",18,12
19,2015-10-18,"18:01:50,806",INFO,org.apache.hadoop.yarn.event.AsyncDispatcher,Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler,E89,registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>,hadoop,Process: main,2015-10-18 18:01:50.806,"{""Timestamp"": ""2015-10-18T18:01:50.806000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.yarn.event.AsyncDispatcher"", ""Content"": ""Registering class org.apache.hadoop.mapreduce.v2.app.job.event.JobFinishEvent$Type for class org.apache.hadoop.mapreduce.v2.app.MRAppMaster$JobFinishEventHandler"", ""EventId"": ""E89"", ""EventTemplate"": ""registering class org.apache.hadoop.mapreduce.<var> for class org.apache.hadoop.mapreduce.<var>""}","['registering', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>', 'for', 'class', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', '<var>']",18,28
20,2015-10-18,"18:01:51,197",INFO,org.apache.hadoop.metrics2.impl.MetricsConfig,loaded properties from hadoop-metrics2.properties,E63,loaded properties from hadoop-metrics2.properties,hadoop,Process: main,2015-10-18 18:01:51.197,"{""Timestamp"": ""2015-10-18T18:01:51.197000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.metrics2.impl.MetricsConfig"", ""Content"": ""loaded properties from hadoop-metrics2.properties"", ""EventId"": ""E63"", ""EventTemplate"": ""loaded properties from hadoop-metrics2.properties""}","['loaded', 'properties', 'from', 'had', '##oop', '-', 'metric', '##s', '##2', '.', 'properties']",18,11
21,2015-10-18,"18:01:51,306",INFO,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,Scheduled snapshot period at 10 second(s).,E92,scheduled snapshot period at <var> second(s).,hadoop,Process: main,2015-10-18 18:01:51.306,"{""Timestamp"": ""2015-10-18T18:01:51.306000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.metrics2.impl.MetricsSystemImpl"", ""Content"": ""Scheduled snapshot period at 10 second(s)."", ""EventId"": ""E92"", ""EventTemplate"": ""scheduled snapshot period at <var> second(s).""}","['scheduled', 'snaps', '##hot', 'period', 'at', '<var>', 'second', '(', 's', ')', '.']",18,11
22,2015-10-18,"18:01:51,306",INFO,org.apache.hadoop.metrics2.impl.MetricsSystemImpl,MRAppMaster metrics system started,E69,mrappmaster metrics system started,hadoop,Process: main,2015-10-18 18:01:51.306,"{""Timestamp"": ""2015-10-18T18:01:51.306000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.metrics2.impl.MetricsSystemImpl"", ""Content"": ""MRAppMaster metrics system started"", ""EventId"": ""E69"", ""EventTemplate"": ""mrappmaster metrics system started""}","['mr', '##app', '##master', 'metric', '##s', 'system', 'started']",18,7
23,2015-10-18,"18:01:51,322",INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Adding job token for job_1445144423722_0020 to jobTokenSecretManager,E7,adding job token for job_<var> to jobtokensecretmanager,hadoop,Process: main,2015-10-18 18:01:51.322,"{""Timestamp"": ""2015-10-18T18:01:51.322000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl"", ""Content"": ""Adding job token for job_1445144423722_0020 to jobTokenSecretManager"", ""EventId"": ""E7"", ""EventTemplate"": ""adding job token for job_<var> to jobtokensecretmanager""}","['adding', 'job', 'token', 'for', 'job', '_', '<var>', 'to', 'job', '##tok', '##ense', '##cre', '##tman', '##ager']",18,14
24,2015-10-18,"18:01:51,619",INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;,E71,not uberizing job_<var> because: not enabled; too many maps; too much input;,hadoop,Process: main,2015-10-18 18:01:51.619,"{""Timestamp"": ""2015-10-18T18:01:51.619000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl"", ""Content"": ""Not uberizing job_1445144423722_0020 because: not enabled; too many maps; too much input;"", ""EventId"": ""E71"", ""EventTemplate"": ""not uberizing job_<var> because: not enabled; too many maps; too much input;""}","['not', 'uber', '##izing', 'job', '_', '<var>', 'because', ':', 'not', 'enabled', ';', 'too', 'many', 'maps', ';', 'too', 'much', 'input', ';']",18,19
25,2015-10-18,"18:01:51,650",INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10,E48,input size for job job_<var> = <var>. number of splits = <var>,hadoop,Process: main,2015-10-18 18:01:51.650,"{""Timestamp"": ""2015-10-18T18:01:51.650000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl"", ""Content"": ""Input size for job job_1445144423722_0020 = 1256521728. Number of splits = 10"", ""EventId"": ""E48"", ""EventTemplate"": ""input size for job job_<var> = <var>. number of splits = <var>""}","['input', 'size', 'for', 'job', 'job', '_', '<var>', '=', '<var>', '.', 'number', 'of', 'splits', '=', '<var>']",18,15
26,2015-10-18,"18:01:51,650",INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,Number of reduces for job job_1445144423722_0020 = 1,E73,number of reduces for job job_<var> = <var>,hadoop,Process: main,2015-10-18 18:01:51.650,"{""Timestamp"": ""2015-10-18T18:01:51.650000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl"", ""Content"": ""Number of reduces for job job_1445144423722_0020 = 1"", ""EventId"": ""E73"", ""EventTemplate"": ""number of reduces for job job_<var> = <var>""}","['number', 'of', 'reduces', 'for', 'job', 'job', '_', '<var>', '=', '<var>']",18,10
27,2015-10-18,"18:01:51,650",INFO,org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl,job_1445144423722_0020Job Transitioned from NEW to INITED,E55,job_<var>job transitioned from new to inited,hadoop,Process: main,2015-10-18 18:01:51.650,"{""Timestamp"": ""2015-10-18T18:01:51.650000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.job.impl.JobImpl"", ""Content"": ""job_1445144423722_0020Job Transitioned from NEW to INITED"", ""EventId"": ""E55"", ""EventTemplate"": ""job_<var>job transitioned from new to inited""}","['job', '_', '<var>', 'job', 'transitioned', 'from', 'new', 'to', 'in', '##ited']",18,10
28,2015-10-18,"18:01:51,650",INFO,org.apache.hadoop.mapreduce.v2.app.MRAppMaster,"MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020.",E68,"mrappmaster launching normal, non-uberized, multi-container job job_<var>.",hadoop,Process: main,2015-10-18 18:01:51.650,"{""Timestamp"": ""2015-10-18T18:01:51.650000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.MRAppMaster"", ""Content"": ""MRAppMaster launching normal, non-uberized, multi-container job job_1445144423722_0020."", ""EventId"": ""E68"", ""EventTemplate"": ""mrappmaster launching normal, non-uberized, multi-container job job_<var>.""}","['mr', '##app', '##master', 'launching', 'normal', ',', 'non', '-', 'uber', '##ized', ',', 'multi', '-', 'container', 'job', 'job', '_', '<var>', '.']",18,19
29,2015-10-18,"18:01:51,713",INFO,org.apache.hadoop.ipc.CallQueueManager,Using callQueue class java.util.concurrent.LinkedBlockingQueue,E110,using callqueue class java.util.concurrent.linkedblockingqueue,hadoop,Process: main,2015-10-18 18:01:51.713,"{""Timestamp"": ""2015-10-18T18:01:51.713000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.CallQueueManager"", ""Content"": ""Using callQueue class java.util.concurrent.LinkedBlockingQueue"", ""EventId"": ""E110"", ""EventTemplate"": ""using callqueue class java.util.concurrent.linkedblockingqueue""}","['using', 'call', '##que', '##ue', 'class', 'java', '.', 'ut', '##il', '.', 'concurrent', '.', 'linked', '##block', '##ing', '##que', '##ue']",18,17
30,2015-10-18,"18:01:51,775",INFO,org.apache.hadoop.ipc.Server,Starting Socket Reader #1 for port 62260,E98,starting socket reader #<var> for port <var>,hadoop,Process: Socket Reader #1 for port 62260,2015-10-18 18:01:51.775,"{""Timestamp"": ""2015-10-18T18:01:51.775000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Server"", ""Content"": ""Starting Socket Reader #1 for port 62260"", ""EventId"": ""E98"", ""EventTemplate"": ""starting socket reader #<var> for port <var>""}","['starting', 'socket', 'reader', '#', '<var>', 'for', 'port', '<var>']",18,8
31,2015-10-18,"18:01:51,791",INFO,org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl,Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server,E9,adding protocol org.apache.hadoop.mapreduce.v2.api.mrclientprotocolpb to the server,hadoop,Process: main,2015-10-18 18:01:51.791,"{""Timestamp"": ""2015-10-18T18:01:51.791000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.yarn.factories.impl.pb.RpcServerFactoryPBImpl"", ""Content"": ""Adding protocol org.apache.hadoop.mapreduce.v2.api.MRClientProtocolPB to the server"", ""EventId"": ""E9"", ""EventTemplate"": ""adding protocol org.apache.hadoop.mapreduce.v2.api.mrclientprotocolpb to the server""}","['adding', 'protocol', 'org', '.', 'apache', '.', 'had', '##oop', '.', 'map', '##red', '##uce', '.', 'v', '##2', '.', 'api', '.', 'mr', '##cl', '##ient', '##pro', '##to', '##col', '##p', '##b', 'to', 'the', 'server']",18,29
32,2015-10-18,"18:01:51,791",INFO,org.apache.hadoop.mapreduce.v2.app.client.MRClientService,Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260,E49,instantiated mrclientservice at minint-<var>/<var>:<var>,hadoop,Process: main,2015-10-18 18:01:51.791,"{""Timestamp"": ""2015-10-18T18:01:51.791000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.mapreduce.v2.app.client.MRClientService"", ""Content"": ""Instantiated MRClientService at MININT-FNANLI5.fareast.corp.microsoft.com/10.86.169.121:62260"", ""EventId"": ""E49"", ""EventTemplate"": ""instantiated mrclientservice at minint-<var>/<var>:<var>""}","['instant', '##iated', 'mr', '##cl', '##ient', '##ser', '##vic', '##e', 'at', 'mini', '##nt', '-', '<var>', '/', '<var>', ':', '<var>']",18,17
33,2015-10-18,"18:01:51,806",INFO,org.apache.hadoop.ipc.Server,IPC Server Responder: starting,E51,ipc server responder: starting,hadoop,Process: IPC Server Responder,2015-10-18 18:01:51.806,"{""Timestamp"": ""2015-10-18T18:01:51.806000"", ""LogType"": ""hadoop"", ""Component"": ""org.apache.hadoop.ipc.Server"", ""Content"": ""IPC Server Responder: starting"", ""EventId"": ""E51"", ""EventTemplate"": ""ipc server responder: starting""}","['ip', '##c', 'server', 'respond', '##er', ':', 'starting']",18,7
